logFC	AveExpr	t	P.Value	adj.P.Val	B
Slc25a31	-2.04868753656067	-0.943284980603286	-1.37950127001815	0.18291129725444	0.490698307278522	-4.53780278171905
Gnai1	-0.878648662468083	4.9860018535845	-1.9230780174125	0.0687682357948916	0.306241882356306	-4.53812543605647
Plcl1	0.671958223249879	3.40845419214192	2.13350859460174	0.0454048181156385	0.249884374525148	-4.54234454758974
Gm19705	1.10487643580853	0.434466615248719	1.52592752717554	0.142625955595697	0.437025299171494	-4.54273586334461
BC017643	0.492793522031655	4.35688044322225	1.96212959056179	0.0637571821944521	0.29559129460275	-4.54276958851874
Reep5	0.469080736156768	5.9326197889051	2.13417494300019	0.0453439033392082	0.249651041901227	-4.54336480851273
Wdr5b	-0.693041087807165	1.9812433595555	-1.67888178570732	0.108670616058397	0.383579334345329	-4.54376055399453
Il6st	0.704018009900691	7.70635450233467	2.17664581125377	0.0416110037107831	0.239236820462868	-4.54469234704531
Celsr2	-0.706818913289839	4.71157021037345	-2.02895744659583	0.055931011668198	0.276995010226608	-4.54479128785819
Adcy6	0.680131695764336	6.12346844571267	2.17296115436237	0.0419234245872663	0.240010461519731	-4.54487918553196
Sfn	1.50519633866754	3.9658808127484	1.79221801249888	0.0881802969930013	0.347978463658814	-4.54532928999426
Polr3gl	-0.8858618597477	3.7823162133907	-1.87558038479598	0.0753297682832956	0.320688427215708	-4.54569276716971
Ccdc186	0.422974464547987	5.03823409077146	2.01764805490504	0.0571918629004767	0.279824669548298	-4.54635594631793
Trip13	-1.27868303481503	5.36381105809789	-1.89418701627882	0.0726964741806027	0.314994044077238	-4.54672178339879
Gga1	0.366583489685461	5.42002840956558	2.06013291341036	0.0525833318439487	0.268992632766158	-4.54712084593764
Napa	0.302517847658569	6.75508816581221	2.15168362887858	0.0437696520477213	0.246105169666548	-4.54738762417694
Mrpl45	-0.408337909038943	6.65079183382487	-2.10973053236292	0.0476276220363033	0.255715740023951	-4.54741354490691
Ifnar2	0.441764257743677	4.59129541684888	2.0371852141795	0.0550294264417014	0.274765224517114	-4.54750796256518
Grk6	-0.479519355386141	6.97077180258012	-2.13023916419405	0.0457047717065861	0.250490002275569	-4.54791559539276
4430402I18Rik	1.67506020216676	-0.777642434306223	1.52816679811608	0.142071672446421	0.436303925394246	-4.5479279577519
Rnf43	1.79048100295478	-1.40631211820199	1.39801589368696	0.177361834519831	0.483930894118235	-4.54793678737379
Eps8l2	1.68516466008758	1.61561187941306	1.57325526705726	0.131284941809759	0.42013304871914	-4.54832456462522
Ccl9	1.58061458549205	-2.52323270298645	1.41583502379609	0.172149032504769	0.477933047646482	-4.54860805478781
Psmd8	0.405377694122065	7.81814677810703	2.17257907601484	0.0419559427532407	0.240010461519731	-4.54871464836306
Ccdc109b	1.14289182410525	1.11242014546043	1.7007853305482	0.10442021243686	0.376655223894855	-4.54905980923659
Arnt2	-0.764717824201139	4.41143339084791	-2.00856426114397	0.0582229369018315	0.28251154055248	-4.54942508305524
Arhgap33os	-2.4685002902621	-1.98179896492933	-1.36785341348183	0.186472948157015	0.494540571902419	-4.5507078381481
E130309D02Rik	-0.531802904077302	4.71634278067439	-1.91521443684121	0.0698184194702427	0.308252703870293	-4.55207201891672
Snord33	-1.41670228340364	1.66845833988633	-1.52203775245975	0.143593029747173	0.438015186227118	-4.55236841035108
Cyp4f39	-2.43025161029098	-0.726618229945898	-1.36466482257435	0.187457501735309	0.49578019628662	-4.55336598246442
S100a10	0.529798562888912	7.36882689200596	2.17435882541287	0.0418046660416288	0.239827565823451	-4.55341422077798
Cbx1	-0.59021535672004	6.32401966494274	-2.05233567990325	0.0534032933105982	0.271266792849855	-4.55366864586107
Trpv3	1.80276557019763	-2.6348662441688	1.3896484323316	0.179852925707738	0.487041207033609	-4.55376014084684
Apex1	-0.788236084668758	4.80979857480698	-1.89636002771848	0.072394284871959	0.314735980666421	-4.55400753252809
Dmkn	-1.46936549734173	-0.567955935184567	-1.44071209294007	0.165078570438803	0.468896265604134	-4.55443340089829
Gpr179	-1.11568956410632	-0.0723055658058498	-1.46744566700259	0.157744550852632	0.458033311294306	-4.55443842549953
Maob	2.11266885919078	-0.46162250352432	1.53464278181647	0.140478692106968	0.433853022179334	-4.55451890324322
Rem1	-1.50214119336392	-3.18572284250184	-1.35690845581231	0.189869702412733	0.499833574608772	-4.55456475464521
Me1	1.06512070259766	4.54064885238222	1.98944130419154	0.0604479661442894	0.288270686391025	-4.55472734864233
S1pr4	-1.34669080464416	-1.04592970325987	-1.41893862509283	0.171253836644827	0.477135315334328	-4.55480706639598
Utp6	-0.634381031961348	6.95991358687715	-2.10290446084781	0.0482836659706751	0.257751725121027	-4.55530113197991
Nespas	-0.988611098665869	2.53478422933897	-1.61284928800258	0.122384195592161	0.407809904806891	-4.55603974455825
4931402G19Rik	2.05457042678686	-2.34482906213994	1.52549128084118	0.142734146531994	0.437025299171494	-4.55672659449506
Gstm7	-0.65263491165786	1.58536525164085	-1.6787324141948	0.108700100153793	0.383579334345329	-4.55675394644186
Plch2	0.965923248024327	1.30938373220523	1.62307794989486	0.120168978209269	0.404344087392923	-4.55684007595473
Champ1	-0.505717698650369	6.66118830793903	-2.12872295339187	0.0458444847487268	0.250629837863874	-4.55731997375926
Xpo5	-0.436658833895523	7.238225400905	-2.13582544181474	0.0451933404988154	0.249224886964883	-4.55744361189815
B4galnt3	-1.01030602487169	1.98758288248921	-1.47643866934308	0.15533792057112	0.455312704962906	-4.55798490822018
Acaa1b	1.38478017960574	3.07957150109194	1.83856391078257	0.0808184445345699	0.333145984188004	-4.55810971161576
Uros	0.609093082097465	3.23734012829864	1.8508295626572	0.0789621919043145	0.329435178838507	-4.55812909565361
Onecut2	-1.31278113966994	0.409205038698644	-1.48823265420282	0.152227257346823	0.450815784873693	-4.55965983091729
Atp1b1	1.1274964369113	4.67777060939354	1.9165211497584	0.0696429323916165	0.307980040107595	-4.5597705995836
Mbnl1	0.478891494633656	7.16147801518293	2.16911773082984	0.0422515805948695	0.240907066878817	-4.56052545158283
Snord32a	-1.1114217402836	1.18212778	-1.53579433234746	0.140196983549708	0.433801929510426	-4.56066329196429
Itpa	-0.916973569440397	5.50079936971022	-1.93919453570992	0.0666594114909124	0.301797816097872	-4.56089402198243
Adgrb1	-2.36331341326989	0.1898997119927	-1.35481431499327	0.190525173502347	0.500568076787593	-4.56126320664999
Grhl1	-0.758453825129039	2.20988070133345	-1.59025677251328	0.127398844503034	0.414655338431835	-4.56179728132311
Sez6l2	-1.18145786764103	-0.424689743678232	-1.44683856666244	0.163373886472507	0.466765681423617	-4.56193946234883
Ube2g2	0.366137378786123	5.33437361277205	2.04990572193923	0.0536611663314477	0.2720528317406	-4.56240303382524
Prc1	-1.05488899070179	7.41083500423024	-2.09845174427289	0.0487159981831098	0.25914200606743	-4.56271522729954
Sepp1	1.49110500226003	4.18758124579342	2.08128311280159	0.0504158693863955	0.26292664930737	-4.56284977504475
Alyref	-0.807667844255249	7.21767385082712	-2.10704895598865	0.0478843776278531	0.256572081615998	-4.56299929800296
Card14	2.21435686000806	0.231042376785016	1.58249897527112	0.129159975027824	0.416957798233816	-4.56304603571933
Cpt1a	0.918617725142277	6.55341068916356	2.14871549089714	0.0440329832076928	0.246447686779124	-4.56393062348448
U2surp	-0.510306234001317	8.26610613646273	-2.16317460440176	0.0427636137657429	0.242429254543044	-4.56475872646185
Ryr1	-1.2772872390682	3.34350318502376	-1.64554144327288	0.115422431433486	0.395605509902387	-4.56529279040168
Ttyh1	0.545310487626407	3.59742113413108	2.02411686875693	0.0564675952083761	0.278281756739752	-4.56643017000119
Kcnrg	-1.41592691699109	-0.477980858728621	-1.42683049039229	0.168994410842056	0.474515439916279	-4.56691134595057
Zfp191	-0.475114686110707	5.94415533402383	-2.06259971611533	0.0523262880169004	0.268507308849596	-4.56741039943612
Pcgf6	-0.726995293598669	5.48323531335212	-1.95319614625875	0.0648740226890396	0.298157157829208	-4.56787542248184
Mapk1ip1l	-0.345121187211127	7.32442729217611	-2.14293107071125	0.0445503091612785	0.248114811190963	-4.56818847430996
Ticam1	0.607277344674672	2.50794778463901	1.78459034532486	0.0894461256575123	0.350188059763975	-4.5684113117501
Zfp729a	-0.602566541262532	4.96336102157215	-1.90314780832451	0.0714574569340085	0.312438847610908	-4.56900833814453
Nyap1	0.885671708993008	2.72418655359181	1.68787638961672	0.106907695595889	0.381111487813453	-4.56927010777265
Gm9958	-1.41979300676034	-0.357335936597674	-1.44211988742018	0.16468558370922	0.468834975935507	-4.56930712938808
Gpr18	-1.00795018250972	-0.672062839958477	-1.45360310030409	0.161508277383169	0.462855878041065	-4.56934525923249
Gm3604	-0.92778341704568	3.28029442466286	-1.653092980214	0.113862811101112	0.392774589234821	-4.56991784098785
U2af2	-0.517399754499199	7.66993835321848	-2.14486740222193	0.0443765237099582	0.24740810753125	-4.57011320425094
Abi1	0.367818723572976	6.70610765723891	2.13638391158959	0.0451424981278489	0.249224886964883	-4.57037105455157
Lyrm7	-1.25051812627238	1.10825840672565	-1.5342226242637	0.140581593524426	0.434001455491441	-4.57072383150914
Acan	-2.16126518852786	0.656163328293713	-1.34200172247959	0.194574646860427	0.506117914627255	-4.57095911139488
Acaca	-0.600193785380978	6.5765005154363	-2.082084062722	0.0503353931007287	0.262647144446793	-4.57121600429736
Xkr4	1.84468370987004	-1.78864150217923	1.49088103679907	0.151535804204084	0.450160262605042	-4.57135298806302
Fahd1	-0.834878747379566	3.17036990494859	-1.75105710381832	0.0951993341049881	0.361173312611158	-4.57143903579843
Vstm2l	2.09522337342255	-2.6080961161588	1.34214610881281	0.194528637235618	0.506117914627255	-4.5717981235282
Itgb4	0.848163816030443	4.96882999597819	2.12493873774376	0.04619487500754	0.251607873922692	-4.57191003179507
Gm9199	-3.38453593290977	-1.59492562356365	-1.34675248617264	0.193065289107308	0.503742850457508	-4.57226416795093
Myrip	1.13605603978576	-1.19688512091931	1.51995596812845	0.14411282086719	0.438826034760655	-4.57357862558409
Pip4k2c	0.468511178417685	5.32519139008431	2.02057107490351	0.0568635698181136	0.278735392716352	-4.57396476727623
Ccdc177	-1.3598483861611	-1.70781122206014	-1.36696135173306	0.186747978529701	0.494619645945132	-4.57437442404721
Pou6f1	-0.55153962739601	5.0917871804272	-2.068934652134	0.051671349389757	0.266401992879829	-4.57496748035345
Gmpr	0.72238743809425	3.0631498731231	1.7748410426425	0.0910869353586682	0.353450358631282	-4.57526809146171
Pik3r1	0.543065459190753	5.95637158382754	2.10840375788067	0.0477545021016023	0.256060235372817	-4.57541244780091
Lrrc75a	0.519545554250359	4.91289604734475	2.02731655661437	0.0561123924013975	0.277459214910753	-4.57572776198251
Dctn2	0.311027572837776	7.53327571478891	2.15774210069828	0.0432365824512208	0.244410223942115	-4.57610219906731
Tfap2c	-2.31949871406123	1.9539134207244	-1.40490173321611	0.175332641112147	0.481548680118527	-4.5765863250467
Chit1	2.03333869126064	-1.60265195185996	1.36327806381745	0.187886983007849	0.496639139453614	-4.57702957430517
AW011738	0.994660200632728	-1.67272552188454	1.47711980411283	0.155156869059465	0.455002994474534	-4.57828301395257
Ano5	2.35742825610532	-2.31233264310401	1.36024685572251	0.188828472655827	0.498495823424055	-4.57842779460606
Wdr77	-0.603085962130374	7.11927328537571	-2.10760785763251	0.0478307609435587	0.256371582869844	-4.5790457528221
Stard3	0.399913613077988	4.32279498733044	1.92631200136482	0.068340403067622	0.305406568846762	-4.57916973865449
Gngt2	0.786272052441751	2.65420063948838	1.90415967073349	0.0713187218000606	0.311918460176372	-4.57976056608467
Tram2	-1.10493860597557	2.44457120115975	-1.64740671356598	0.115035525532236	0.395020666765118	-4.58006718593368
Pparg	2.17406200165895	-2.73959721905911	1.4052591769314	0.175227816511027	0.481427856229219	-4.58008437333633
Vps41	0.403683667227502	7.13458936926564	2.14641346437581	0.0442382067903613	0.247072102003472	-4.58036145563787
Dennd6a	-0.374454411656978	6.23928359360921	-2.08271137530952	0.0502724440733362	0.262647144446793	-4.58092906350169
Wnt6	-1.52037885756738	0.20814591433888	-1.47180745555506	0.156573516314723	0.456596252076099	-4.58218711306164
D630041G03Rik	1.36395579051407	-2.43998537498168	1.41245283460568	0.173128868316346	0.478986842809145	-4.58243993467566
Zfp72	-0.89920811270927	2.38403349246751	-1.62145340705845	0.120518533199014	0.404832424698827	-4.58350485855816
Rb1cc1	0.344950547324967	6.78682349943231	2.12731926801551	0.045974173757193	0.250871952266844	-4.58356631802673
Car5b	1.12271019552251	1.05931379446697	1.5649388234714	0.133221588675072	0.424031360926374	-4.58374005813654
Clstn1	0.426953765662395	7.49603718219873	2.15265858881318	0.0436834667760357	0.245970086136995	-4.58395288489291
Trpc5	-1.26195610478774	-0.176154269032295	-1.38799213264913	0.180349327451906	0.487757891831583	-4.5847387112936
Fcgbp	1.59536691021525	-2.280846311784	1.39652814340287	0.177802723853626	0.484240312235512	-4.58623362637547
Evi5	0.406409042752713	6.83084936250463	2.12995574128994	0.0457308586957425	0.25054622064251	-4.58649200396111
Rbm24	-1.16877484036327	0.992074747693325	-1.5273223933851	0.142280477240835	0.436444281078853	-4.58671173969774
Tspan33	-1.0172828685843	1.51561657688058	-1.51814041078767	0.144567404886404	0.439027798262089	-4.58744287545798
Ppil4	-0.475548958737436	5.8231966816819	-1.99519292852743	0.0597708978331921	0.286943818897108	-4.5876880317824
Frat2	-0.841212033783139	3.17768735588803	-1.72293850984946	0.100266639706633	0.369988131962525	-4.5877765362694
Tekt1	-1.30263232969434	-1.29096761002376	-1.31535698962367	0.20321307097122	0.517947904562395	-4.58782331375631
Cercam	1.00820850475935	4.56354524131905	2.0240760625012	0.0564721381506245	0.278281756739752	-4.58868844148375
Wdr1	0.846059292307803	8.22074408939948	2.15537985536276	0.0434437249579096	0.245056050831715	-4.58885147865448
Plaur	1.66745325689335	2.86290076544671	1.79830977120785	0.0871805416836138	0.346513656282369	-4.58926315207007
Mbd5	0.610946962865066	4.59834737578745	2.00207714030154	0.0589694040877634	0.284823841288105	-4.58966067454324
Acss1	-2.08094060359175	2.24517553960789	-1.50672182731133	0.14745357998281	0.443271036918621	-4.58969298001354
Nova1	-0.857178321639752	1.52906793818909	-1.5797092200025	0.129798242897412	0.417400769723738	-4.58975963773323
Tslp	1.50862401696977	-3.00839774019369	1.37457531727208	0.184410870272655	0.492828323355276	-4.58990058175389
Ccdc169	-1.64891129680898	-1.2265011021833	-1.38418113926928	0.181495660285316	0.489472365138181	-4.59082540163885
Abca8b	1.36656070868806	-0.477468208953071	1.51882370522277	0.144396181283528	0.43893608161821	-4.59124312996433
Alg10b	-0.284170428879049	6.58057910127788	-2.1036315356637	0.0482134014091782	0.257550360278256	-4.59186497706387
Il17b	-1.95479718199069	-2.20714839421514	-1.31617335315706	0.202944005750269	0.51751139609538	-4.59228229307083
Nipal3	0.975165904737705	4.0704475293221	1.93624534574901	0.0670409751912972	0.302542121943616	-4.59230901810323
Idua	1.18409345544792	3.12625650138615	1.79682535849596	0.0874232467913281	0.346887728807506	-4.59239048256792
Zfp738	-0.496672049533795	5.06888079002072	-1.96037202365784	0.0639755506860301	0.296083338087276	-4.59285678427307
Zeb2os	1.36365172251894	-1.60428664116446	1.48837235869338	0.152190718143862	0.450815784873693	-4.59308618193363
Fam111a	-0.706529240593301	6.19740983983538	-2.09785567327841	0.048774137635278	0.25914200606743	-4.59359504525573
Blnk	1.71520978892838	-0.696115008474143	1.3195070676516	0.201848143971964	0.516102844599291	-4.59389892671382
Palm3	-1.38597481673479	2.93539559659317	-1.58726382042827	0.128075892437064	0.415832866767969	-4.59400631712719
Elp2	-0.300161815097211	7.51712162620744	-2.1360016924391	0.0451772892648414	0.249224886964883	-4.59416985434024
Pam	0.498047090729662	6.93323867998833	2.15193539280025	0.0437473816473689	0.246105169666548	-4.59420029322723
Wapal	-0.337678472053401	8.46656778902447	-2.14928764471601	0.0439821104846838	0.246327305837909	-4.5942064533869
Irx2	-0.640236930369109	4.22411668112842	-1.94757290940488	0.0655858992184742	0.299166600171514	-4.59447145463154
0610010F05Rik	-0.70877722458234	5.92069973347123	-2.02061860944118	0.0568582450338035	0.278735392716352	-4.59464369175593
2810468N07Rik	-0.998019817188338	0.0125989538880798	-1.45289577038602	0.161702540223605	0.463244851884021	-4.59517789191311
Bcl6	0.834349834897012	1.94011898072547	1.61787923468392	0.121290607051513	0.406218309016367	-4.59518599652872
Abcc6	-1.35695070921173	-1.09782464282175	-1.37771446785608	0.18345411329307	0.491238657621844	-4.59520776926146
Gen1	-1.23268068350871	4.30912287521907	-1.7796529722351	0.0902738601500334	0.351674786722798	-4.59573453398907
Rbp1	0.701576856476965	5.10923891075075	2.12612856123172	0.0460844456802897	0.251298610721704	-4.59626113924658
Gm14305	-0.989875398973972	2.70449780684913	-1.63080906742216	0.118517146060588	0.401259762106307	-4.59635025467915
Enpp5	0.994868033853638	3.57561494141437	1.9570450104132	0.0643907340474283	0.297396130289669	-4.59717391588276
Znrf3	-0.629051380732839	4.696018462609	-1.86350761101157	0.0770828380272311	0.324836523551269	-4.59746601504022
Fancd2os	-0.924500272629206	1.36604886318014	-1.52196608639069	0.143610897974799	0.438015186227118	-4.59778185873566
Gnl3	-0.68225726465242	7.67242955506343	-2.12376942152012	0.0463036344162479	0.252007720574848	-4.59840390703195
Slc2a13	1.85753174239192	-0.288784544067452	1.51067495587457	0.146449063360495	0.442112488054533	-4.59858403332117
Gm11974	-0.717282182223612	4.67371707110167	-1.85329897210001	0.0785930204579773	0.328493404902435	-4.59893849932528
Setdb1	-0.435860061086922	6.99475271925691	-2.10565398691678	0.0480184371725605	0.256855634865592	-4.59915397934617
Chrm3	-1.92235510253902	-2.70284893022762	-1.30833487805296	0.205539041260279	0.520797807689985	-4.5994051538312
Tmem125	-1.20897246619912	0.252042592411246	-1.44061202375237	0.165106533703398	0.468896265604134	-4.59960461122137
Tmem184a	1.17240107168359	0.647138761020172	1.59245909491525	0.126902563222377	0.413891154066305	-4.60007040184081
Rab11a	0.381270608476438	6.20488732777062	2.10420980368965	0.0481575835103597	0.257425947923666	-4.60057265734136
Sgk3	-0.874914468895002	3.83570675331323	-1.78660811889559	0.0891097493419644	0.350156205897026	-4.60125542457399
Ssc4d	-1.16471544487066	1.36373295179791	-1.43796316091022	0.165848125656791	0.46946899611672	-4.60195206292662
Abhd11os	1.54398421114354	1.13598871387029	1.60618186819538	0.123846560078518	0.409799257660639	-4.60231064590891
Tmem178b	-1.06557950047803	-1.85531170552218	-1.40865140700917	0.174235507476515	0.480533056780639	-4.60339168755185
Col24a1	2.09720695125629	-1.23871408659598	1.37986114640838	0.182802124817565	0.49062195815213	-4.60439464399078
Scrib	-0.380330154770987	6.96690613804934	-2.09817921441789	0.0487425723765385	0.25914200606743	-4.60588979791337
Sema3d	1.49278152187769	0.926610742491736	1.7111484529711	0.102459229329878	0.374009971524904	-4.60617964885558
Il17rd	0.896483080988152	4.69448661369715	1.94428906769425	0.0660048147610603	0.299769635836625	-4.60635682530728
Egr2	1.96765741372978	1.70340792430836	1.68582748141879	0.107307118764109	0.38167574737041	-4.60639092603262
Acaa1a	0.505728285619976	5.39799449617544	2.03358722956212	0.0554220726797879	0.275595528236155	-4.60647735481449
Phc3	0.543644516493026	5.82512893557019	2.09641881684951	0.0489145430260491	0.25914200606743	-4.60732738271596
Cfdp1	-0.389450278553638	7.05272380860509	-2.09816086528081	0.0487443620580879	0.25914200606743	-4.6076050229724
Timm44	-0.330741583242543	6.10903741204293	-2.05602054555108	0.0530143698415194	0.270419415356613	-4.60776196844382
Zfp566	-0.777234385659548	2.54918806113396	-1.62387709561312	0.119997338574833	0.404110186162224	-4.60780487412622
Fam71f1	1.22494419757759	-2.44132626701984	1.45473638201519	0.161197425340667	0.462407462830522	-4.60786923197988
1810037I17Rik	-0.495659855222638	5.33145386842606	-1.88824960043206	0.0735278280645971	0.317144193645673	-4.60802717020531
Ing5	-0.688424632026001	5.56996938710208	-1.90056315832597	0.0718129152349145	0.313386894942205	-4.60908559747558
Scpep1os	3.3559033849402	0.626493952443567	1.56200756259418	0.133909835919875	0.425180518142384	-4.61027111697997
Stxbp2	0.519087441193623	5.03819399468807	1.97693913588469	0.061943320478681	0.292493698250764	-4.61058160350931
Caskin1	0.749544955067773	1.90603566306431	1.62916075848935	0.118867708971523	0.402098455985386	-4.61068195435367
Rnf219	-0.693980218567503	4.41995950898608	-1.92249087255347	0.0688461642230113	0.306241882356306	-4.61100341520455
Svip	-0.771710669551549	3.27919933407474	-1.68744802950761	0.106991097071678	0.381237074392283	-4.61101523959392
Myom3	-2.0040286901562	-1.19214245701561	-1.29538527822916	0.209882921416309	0.525744669501561	-4.61102246206601
Stmn4	-1.87393992399774	-2.5248983154192	-1.29373740734252	0.210440784795215	0.525985763763885	-4.61104085244665
Dyrk3	-0.934764298309434	4.88250181724717	-1.87061584415357	0.0760463809202292	0.322611127634786	-4.61137367098384
Cbx6	0.72461115018438	6.04717534411084	2.1098905058124	0.0476123443050601	0.255715740023951	-4.61151349549162
Slco4a1	-2.3668871261079	2.2104452104597	-1.46215263069397	0.159175178795092	0.460084866685302	-4.61160776751134
Fam64a	-1.08507124859087	5.3504727047269	-1.9196969508115	0.0692180558268458	0.306753122962028	-4.61237551878856
E330020D12Rik	-2.13745536833217	-0.44644613831077	-1.2953042947955	0.209910310274564	0.525744669501561	-4.61252272710812
1700042O10Rik	-0.955759019686856	0.538479225249313	-1.5234306140624	0.143246117009886	0.437871676329177	-4.6126337075776
Snora15	-1.35970165755936	-0.982945906661863	-1.35989428281835	0.188938223962904	0.498581825377077	-4.6128853982653
AV051173	2.8792850235557	2.7107270423612	1.79291937470728	0.0880646879116079	0.347863209449696	-4.61304844827529
Raet1e	-1.48774120591165	-0.111721046077106	-1.42844013629684	0.168536538769426	0.473931031999944	-4.61335190840865
Pard6b	-0.720252457960162	3.80052753558621	-1.71067145940932	0.10254879276294	0.374009971524904	-4.61381731653419
G730013B05Rik	-1.70237087140887	-2.52606428276681	-1.29045681330092	0.21155481916939	0.526989247373796	-4.61393416854735
Trp53rkb	-1.48022390485252	2.45525722219387	-1.57161896200431	0.13166412154719	0.420744748241389	-4.6139428925556
Gsc	1.97449630941108	-0.644666302803396	1.37150079586955	0.18535177709567	0.49357053624259	-4.61427751048506
Tial1	-0.44229303657744	6.2101407268149	-2.03700617846158	0.055048905404106	0.27477580407953	-4.61434110821083
Rasal2	0.592744955894086	5.54724861606998	2.04613376473945	0.054063670740779	0.273054602884963	-4.61462325962229
Ube2t	-1.25789328240645	4.11717241925492	-1.70945444667563	0.1027776106166	0.374485271832308	-4.61498759452501
Vsnl1	1.1161077991351	-2.0095939662648	1.4555727805997	0.160968318407315	0.462241480993895	-4.61511408627917
Myom2	-3.26204758454233	-1.76268537869373	-1.30352304622542	0.207144872419846	0.522416991819841	-4.61532337813214
Csrnp3	-1.82223640002673	0.593211005384985	-1.32542349289878	0.199914726397216	0.513177147164309	-4.61595223368973
Hspa14	-0.412729736498799	6.77090232935293	-2.05274483861103	0.0533599820442116	0.271194521139486	-4.61602926642082
Abo	2.09522337342255	-3.05811754103541	1.29063926580668	0.211492741148598	0.526989247373796	-4.61653188775625
Pdgfra	2.01370049991833	1.42691613399037	1.53098941542178	0.141375531265699	0.43515791724596	-4.61835787539785
Mkrn3	-0.93725717224371	2.05593596701638	-1.53364620205483	0.14072286740055	0.43417341482431	-4.61924405136102
Gm13498	-1.59748624260441	1.51428868773933	-1.49712045023596	0.149916957934322	0.447207992873058	-4.61925187810893
Kcnk13	0.776408961894621	-0.393695118345612	1.65257126213098	0.113969984781156	0.393010222029659	-4.61973911530862
Rnf32	-1.10238672307529	2.35026132032035	-1.66785893837127	0.110864745167175	0.3877938533715	-4.62047513998597
LOC106740	-0.655755167819922	2.79426140049502	-1.60133862577335	0.124918002978574	0.411595081549296	-4.62053987503555
Tpr	-0.307384001539328	8.77449274005024	-2.1360110013226	0.0451764416437963	0.249224886964883	-4.62081820091682
Ralgapb	0.263292281855565	6.89158164706376	2.1067899622252	0.0479092418908225	0.256618436767492	-4.62100492945622
Pfdn2	-0.94704018439791	3.92588351969633	-1.75799677896043	0.0939831913216141	0.358968617818173	-4.62134897833453
1190002F15Rik	-1.49913518539812	2.13048627387466	-1.59924652188696	0.125383226106017	0.411906538564971	-4.62138248905711
Npm3	-0.525362133839863	5.88728230304362	-1.97700343994285	0.0619355457126245	0.292493698250764	-4.62256243234141
Rbx1	-0.491080173898212	6.28299341884241	-2.04467593408834	0.0542199600532536	0.273054602884963	-4.6225652692673
Prss42	-2.34408423377679	-1.83733060762678	-1.28459614204001	0.213556412791665	0.529475391865049	-4.62269850925454
Yae1d1	-0.502189280787599	4.86138055778338	-1.88230085963373	0.0743691425446835	0.318742157648863	-4.62323107113252
Cdc42se2	-0.424795986534135	6.84363629662107	-2.07682185953425	0.0508662435022756	0.264057363776326	-4.62335316585753
Klf15	-2.21216834929699	2.67205312496315	-1.53219389976926	0.141079329240524	0.434774848757597	-4.62338444674269
Dnaaf3	-0.989486009539321	2.14638049535817	-1.56985020242318	0.132075021366907	0.421510280706548	-4.62350527371732
Fgf2	1.72343703619049	-0.600366320953352	1.42581094050228	0.169284946056154	0.474599220358026	-4.62392700500275
Sstr2	-1.59792295952885	-1.89012358448236	-1.274349537254	0.217091213295449	0.533229361389097	-4.62444558964355
Lactb	0.641513021261884	3.40876869442149	1.75206705787086	0.0950215059293315	0.360758070484399	-4.62509465549644
Dcc	2.22360492200402	-2.48719772397004	1.30932232764715	0.205210710725175	0.520607702469953	-4.62516396800154
Lins	-0.428888690545203	4.01511171326761	-1.77680848428744	0.090753732949248	0.352639091966239	-4.62540349619026
Zic3	-0.812874031495186	4.14464799214544	-1.69723199269359	0.105099942398173	0.37781623326711	-4.62617329803595
Pkd1l3	1.60945623619597	1.93278040029941	1.7046349104567	0.103688055052958	0.376061139788453	-4.6277961723214
Ppp1r15a	1.33507130150972	6.0724625987704	2.09352037610214	0.0491988809278901	0.25974646008227	-4.6285274861925
Galnt9	1.71446047735372	-1.92016410902264	1.27900252554626	0.215480482716377	0.531581215778493	-4.62887165327251
Notch3	1.13333564140853	6.1553234524894	2.10291269095496	0.0482828700951988	0.257751725121027	-4.6288906203734
Des	-2.07878534965401	3.19852839614596	-1.44775503068013	0.163120113189443	0.466140170099695	-4.6289139589002
Usp20	0.482102526066766	4.14156025321589	1.94211654979337	0.0662832619170793	0.300696895850826	-4.62924343385932
Zfp873	-0.697230826678993	3.52200421937929	-1.74234290906377	0.0967456329443328	0.363800298796558	-4.62961230224796
Cped1	1.50642415150865	0.410978083024073	1.48800658607157	0.15228639986493	0.450815784873693	-4.62973004009033
Il10ra	-2.10575515986523	-2.08009731875072	-1.31238032951943	0.204196515996162	0.519687927411922	-4.62988733133957
Pax2	-1.58334946300307	-2.43731880724981	-1.26885876418577	0.219003929143131	0.535743309421248	-4.63014255720394
4930430F08Rik	-0.710213972861312	3.638896203381	-1.69646894639867	0.105246399814907	0.377912889353527	-4.6302801134202
Gata4	-2.11733343560551	-0.175537658464452	-1.31250384543554	0.204155634180411	0.519687927411922	-4.63096888621471
D030025P21Rik	3.39468318302996	-1.42494964133476	1.35053026567589	0.19187167433069	0.502472677251184	-4.63121627194516
Zfp692	-0.791447241274408	4.41950296044728	-1.79220886604795	0.088181805517785	0.347978463658814	-4.63137156468812
Pter	0.424613034812806	4.37568971221894	2.00324300790777	0.0588346220887868	0.284642975135317	-4.63178453948647
Safb	-0.613528028044604	6.01877691245477	-1.99982448538922	0.059230606961687	0.285736679972442	-4.63219692771503
Tnn	-0.708723819169194	-0.582368991666709	-1.56322133044231	0.13362449041062	0.424871119770852	-4.63228819298524
