logFC	AveExpr	t	P.Value	adj.P.Val	B
Gm20767	0.136239884394482	-2.81559211533333	0.0628165546038404	0.950533696561632	0.985171692005575	-5.16346262791017
Fgg	0.136239884394482	-3.04340711234836	0.062444189785342	0.950826522548854	0.985171692005575	-5.16347927245474
5830416P10Rik	0.988258205434831	-0.57928219021771	0.789659453852749	0.438952802351476	0.736031855745108	-5.16354874041397
BC147527	0.136239884394482	-3.0028069441557	0.0607245353390001	0.952178942975253	0.985171692005575	-5.16355485710513
Nlrp14	0.136239884394482	-2.31398453935785	0.0606035897166583	0.952274066160831	0.985171692005575	-5.16356009367434
Olig1	0.136239884394483	-3.01412956530364	0.0603499951768181	0.952473519494953	0.985171692005575	-5.16357103965051
Rbm22	-0.294826557557228	6.2056521521012	-1.73006663409984	0.0989606379131891	0.36757003717214	-5.1635733112001
Fgf5	-0.464562022854545	-2.74224841214077	-0.149200264394107	0.882883970676357	0.975313197087198	-5.1635747611326
Gm8300	0.136239884394482	-2.46471662279903	0.0601682200113858	0.952616488515348	0.985171692005575	-5.16357885743772
Gm12794	0.136239884394482	-2.74295698739323	0.0599863227352838	0.952759555220606	0.985171692005575	-5.1635866568813
AV320801	0.136239884394482	-2.43023359560321	0.059265627153145	0.953326416174746	0.985171692005575	-5.16361732704667
Asz1	0.136239884394482	-2.9567415599089	0.0585656476908393	0.953877007258324	0.985171692005575	-5.16364676089495
Trap1a	0.136239884394482	-0.0983522328624027	0.0584292858068196	0.953984269796312	0.985171692005575	-5.16365245417602
Golt1a	-0.243773700099688	-3.4569655802632	-0.123693021056434	0.902788154457156	0.979408669216201	-5.16365977167877
Rhox6	0.136239884394482	-1.49168153451363	0.0573187275659336	0.954857870406085	0.985637316663562	-5.16369832742761
Tmem92	0.136239884394482	-2.25125886903597	0.0563968692654224	0.955583077996653	0.985837434537175	-5.16373573781251
Tacstd2	-0.317982834642907	-3.03295711232376	-0.14481496787347	0.886300693965325	0.976158053307575	-5.16374052212737
Gm5635	0.136239884394482	-1.88518318864051	0.0559975530522297	0.955897224441855	0.985837434537175	-5.16375175446714
Ms4a7	0.136239884394482	-3.10221441651375	0.0557303408444121	0.956107447338029	0.985837434537175	-5.16376240886921
Gm11487	0.136239884394482	-3.04786085547925	0.0554180870978067	0.956353109763948	0.985837434537175	-5.16377479464114
Fthl17	0.136239884394482	-2.9942299742618	0.0550508947593039	0.956642000269343	0.986046469149723	-5.16378927059307
Zscan4b	0.136239884394482	-3.00485455513411	0.0546697890123372	0.956941843704022	0.986162868816151	-5.16380419332541
Susd5	0.136239884394482	-1.29172155585202	0.0545861716540863	0.957007632401808	0.986166458701551	-5.16380745361859
B020004J07Rik	-0.244523011674348	-3.34047462745839	-0.122117823642252	0.904019635674605	0.979412480821285	-5.16380894834419
Ddx60	0.883248557660548	-1.35603923638764	0.374456215614938	0.711990315854312	0.903957821194766	-5.16385139839975
Trim52	0.136239884394482	-2.50337538226427	0.0531897054098374	0.958106394214204	0.986389432020433	-5.16386116537568
Fam183b	-0.244523011674348	-2.72931274827139	-0.121136432490654	0.904787008070756	0.979412480821285	-5.16389441953212
Rhox1	0.136239884394482	-2.28924195247399	0.0509421298159868	0.959875001319371	0.986872459946931	-5.16394469118078
Gm9	0.136239884394482	-2.63668425643134	0.0508564909508686	0.959942394419701	0.986877644769747	-5.16394780246082
Zscan4c	0.136239884394482	-2.25752269182064	0.0500141815315494	0.960605262174386	0.987103789364223	-5.16397812490577
Gm2016	0.136239884394482	-2.16181287263322	0.0497749793506384	0.960793511205442	0.987111495220027	-5.16398664369163
Kiss1	0.136239884394482	-3.30844268106293	0.0495032852462483	0.961007333814329	0.987203016589642	-5.16399627010071
Sohlh2	0.136239884394483	-0.868347443689482	0.0492630743371285	0.961196381738837	0.98721220354962	-5.16400473715645
Xlr5c	0.136239884394482	-2.86738990901593	0.0492122537369747	0.961236378262737	0.98721220354962	-5.16400652322565
Prmt8	0.136239884394482	-0.939109131250708	0.0479668990557422	0.962216522381688	0.987343948200219	-5.1640497147986
Triml2	0.136239884394482	-0.717634601633064	0.047381741140357	0.962677086468626	0.987343948200219	-5.16406962716917
Gm6083	0.136239884394482	-2.28877456044579	0.0473391593889662	0.96271060209279	0.987343948200219	-5.16407106664895
Vrtn	0.136239884394482	-2.95083934701705	0.047278474055783	0.962758366967898	0.987343948200219	-5.16407311588598
Pramel7	0.136239884394482	-2.36651460616603	0.0468285241468934	0.963112522933571	0.987506964629951	-5.16408822792779
Tspyl2	0.37772794690121	5.18692909868425	1.68704583862107	0.107069453882455	0.381296385172024	-5.16410414544701
Cd3d	-0.243773700099689	-3.17774337268537	-0.118460473215901	0.906879886434479	0.97964409369013	-5.16411342117781
BC080695	0.136239884394482	-2.20260014703753	0.0460174012103954	0.963750978241526	0.987755399042805	-5.16411510539054
Pramel6	0.136239884394482	-2.56613542335552	0.0459657192556543	0.963791659263146	0.987755399042805	-5.16411680201979
4933427D06Rik	-0.244523011674348	-2.42379165209008	-0.11840958480648	0.906919693255084	0.97964409369013	-5.16412829231699
Tcl1	0.136239884394482	-0.446772717666729	0.0450389113331435	0.964521205537417	0.987957914252365	-5.16414690395248
Pla2g2f	-0.243773700099689	-3.26562074015545	-0.1180042980266	0.907236732733782	0.979690083151859	-5.16415204312553
Slco1a5	0.55404007164521	-2.15253650055214	0.749768803452719	0.462089016161333	0.751304052162463	-5.16423361169985
Lrrc31	0.136239884394482	-1.14564065773324	0.0421350940551632	0.966807178776284	0.988567376897735	-5.16423724856401
Grin1	0.136239884394481	-1.04060867724373	0.041574374934725	0.967248628362019	0.988737489648285	-5.16425400070057
Marveld2	0.849877464222999	-0.712863390675024	0.52443552731978	0.60571749899516	0.844919060024271	-5.16428194845046
Zscan4d	0.136239884394482	-1.77419896638711	0.0396402359785895	0.968771442157827	0.989420857525688	-5.16431006352897
Pramef25	0.136239884394482	-1.80679732937168	0.0394839325735535	0.968894510610525	0.989420857525688	-5.16431447753763
Gm14499	0.136239884394482	-1.767182542354	0.0393755760055409	0.968979827679156	0.989420857525688	-5.1643175272943
Zscan4a	0.136239884394482	-1.64834651136974	0.0321017208692212	0.974707887870008	0.991421477112054	-5.16450309234817
Fam193a	0.360969472117982	5.68269229173466	1.72471076415217	0.0999405572769472	0.369679630890283	-5.16452545156151
Ptprc	-0.317982834642909	-3.18634330247809	-0.136912564770026	0.892463407585557	0.977674518212729	-5.16453890828608
2300002M23Rik	-0.243773700099688	-2.04554726565432	-0.113146587924189	0.911037945763032	0.980571361485335	-5.16455409374969
Gm5662	-0.464562022854545	-1.69046426750489	-0.138979126161135	0.890851101567392	0.977293542806257	-5.16463128701386
Col6a6	0.921408727056982	-1.36449669497127	0.52056224219896	0.608364773335431	0.846076586622722	-5.16464326543873
Xlr5b	0.136239884394482	-1.91832081358868	0.0247419204060886	0.98050505675103	0.993688951098432	-5.16465241467463
Ifit1	-0.244523011674349	-2.35319431827958	-0.111686071317257	0.912181249439466	0.980709772680742	-5.16468223633724
Gm4971	-0.244523011674348	-2.75708321733257	-0.110095418878391	0.913426646972542	0.980709772680742	-5.16480856119563
1810062G17Rik	0.657639936428157	-1.35977706623621	0.939624088278445	0.35857728618917	0.669366822243446	-5.16484404098559
Arhgap9	-0.540011170944632	-0.0340374537969764	-0.444534120151464	0.661410872003136	0.875704624562587	-5.16498888831259
D830046C22Rik	-0.535204245760902	-1.48219854132768	-0.656474574029751	0.518972123633434	0.791205044583894	-5.16524534192659
Alox12	0.381912654811055	-1.42741833444801	0.396029249956754	0.696260225736579	0.896186618928078	-5.16528765840949
Gm13580	-0.244523011674348	-1.96270023524233	-0.103733945247387	0.918409602669748	0.981122668736972	-5.16529568313933
Mpc2	-0.460386198486302	4.36988524522812	-1.45647416685127	0.16072170636303	0.462107750829072	-5.16530844143262
Lars	-0.378867864159144	8.43532666691151	-1.80763004860878	0.0856699807873745	0.343660815923211	-5.16534358121204
Tkfc	0.48781180665346	3.98505493516202	1.52475642691552	0.142916546626246	0.437353774634181	-5.16535572354827
Ddx51	-0.440709616194821	5.00953928982894	-1.58553722547098	0.128467839590457	0.4159056791958	-5.16541678153116
Dppa3	-0.244523011674349	-0.739602586429759	-0.101297985315361	0.920318620442355	0.981393711291356	-5.16547455035211
Gm3500	-1.14733624207007	-1.85822434915697	-0.669507954588279	0.510797470372214	0.785018192159569	-5.16553459839603
Tuba3b	-0.244523011674348	-2.40841371132466	-0.0994904251431316	0.92173549283378	0.981712494487119	-5.16560453222279
Ooep	-0.244523011674348	-0.153486235130275	-0.0984250025277111	0.922570759546366	0.981932507508783	-5.16568005207105
Tyrobp	-0.317982834642909	-3.2017047108582	-0.124666616319891	0.90202712834913	0.979408669216201	-5.16568784826026
Aard	-0.864372989337051	0.231373636378154	-0.448701357193732	0.658451929784384	0.874033641783565	-5.16575387786533
Prr19	-0.530092046393936	-1.43070982036949	-0.441641520903069	0.663468115155036	0.877006773916242	-5.165822821478
Cpt1b	-0.665545162180121	-1.50252718140557	-0.716730209015769	0.481794909362859	0.764956347215902	-5.16583150782887
Gm13078	-0.244523011674349	-2.48824515511657	-0.0957540273228597	0.924665144257001	0.982057297409905	-5.16586580775845
Map3k15	1.94422390709378	4.68502067191439	1.68013030888587	0.108424439055041	0.383380056849989	-5.16591429076059
Mb	-2.08079290636691	-1.63999759483458	-0.657619658476027	0.518251012695436	0.790393071466263	-5.16597810715044
Zyg11a	-0.702580307535915	0.393343038289592	-0.441444552897651	0.663608300199278	0.877006773916242	-5.16610746833631
Rspo2	-0.317982834642909	-1.81062734327444	-0.11965669914656	0.905944226430662	0.979459372673806	-5.16612694494427
3110045C21Rik	0.470947950168587	0.437873123178368	1.07301828177191	0.295989926949006	0.61456176576817	-5.16617984939642
Mrpl3	-0.722781511672518	5.70708818880898	-1.64557738036781	0.11541496675245	0.395605509902387	-5.16624855969406
Srrm4	0.627432667405232	0.342053705187736	0.813734232937007	0.4253422622378	0.725695050947842	-5.16636292333273
Pcgf5	-0.858739876175648	4.62189497732727	-1.52649367790723	0.142485648800345	0.43689710368304	-5.16638646568449
Slc15a1	-0.243773700099689	-0.667106391735366	-0.0854676175459615	0.932736112881535	0.983903234916908	-5.1665229231654
Ctss	-0.626438324172668	-2.51783548880648	-0.164176519008167	0.871233570633691	0.971105956986086	-5.16678046830963
Fhad1	-0.243773700099688	-1.69309557811754	-0.0808096672780771	0.936393358388077	0.984403884281841	-5.16680036051932
Clec14a	0.678970847039094	-2.92653488443887	0.379690556060793	0.708161202177871	0.901679310439332	-5.16686688591082
Gtf2a1l	0.683545110206877	-2.5157947919175	0.524493399262295	0.605677987366361	0.844919060024271	-5.16697602395411
Cptp	0.460365430414178	3.51634495713042	1.42657908494158	0.169066014986373	0.47454812647709	-5.16721805127928
Lrrc14b	0.883831306434551	1.54954662101244	1.17684110446333	0.253021794285292	0.574004437429783	-5.16728833690709
Adgre1	-0.317982834642909	-2.88858251780528	-0.104538408686881	0.917779269797935	0.981122668736972	-5.16734301650529
Iigp1	0.704391642827447	-3.30007010694382	0.394020833291321	0.697718885897359	0.896678672132462	-5.16747327798461
Tspyl5	-0.51627892159923	2.15793762258785	-1.20415882203199	0.242531410630316	0.561883367601968	-5.16749268533538
Rhcg	-0.543865175363632	-2.3642592776866	-0.438227893609248	0.665899434547565	0.877663106838109	-5.16767552960574
Dgkeos	0.450908133496351	-2.4437491237865	0.38404286251762	0.704983358631019	0.900094910092101	-5.1677388303079
Xlr5a	-0.243773700099689	-2.31837536901273	-0.062373416043154	0.950882179504991	0.985171692005575	-5.16774605339274
1700013H16Rik	-0.243773700099689	-2.17651254574874	-0.060288188134961	0.952522131518914	0.985171692005575	-5.16783769426127
Maz	-0.395017178604612	6.77337348816927	-1.74734743068101	0.0958549793961431	0.362184916180987	-5.16813843754373
Zfp945	-0.633636885211958	5.06778071095084	-1.55303244839075	0.136035571263453	0.427248563382524	-5.1681945279788
Cspp1	-0.43590437742203	4.90653055824377	-1.49755371812512	0.149805073298274	0.446958473169667	-5.16825834196441
Spata7	-0.481514862621633	3.54944021804521	-1.33515479381532	0.196766340561698	0.508298096830018	-5.16830147266863
Hapln4	-0.611001323832497	-1.07628784089307	-0.437107145183099	0.666698502046446	0.877985180996019	-5.16837819909059
Snora81	-1.08965516480358	3.06952094121389	-1.12298479934989	0.274692344199411	0.59591658060972	-5.16856018144951
Htatsf1	-0.499452486478061	5.99499709081836	-1.66425857601544	0.111589512706626	0.389382453068888	-5.16875359375117
Gm364	-0.464562022854543	-0.625824559905166	-0.0852935175200403	0.932872782636711	0.983903234916908	-5.16895209769869
Cfap74	-0.753415402033191	1.44722888307892	-0.890535441871168	0.383724930950768	0.692986136965415	-5.16921503014017
Kcnk6	-0.62873023892056	0.683041192060873	-0.575414957753603	0.571403413916955	0.82523545726548	-5.16932546799047
Gm14391	-0.586201676167106	-1.88179538786435	-0.776405250202776	0.446559688566776	0.741659292549504	-5.16970769972041
Mir1191	-0.609790238083529	-0.64319422216846	-0.946961959411678	0.354916028407869	0.666226437256219	-5.16971769117764
Dgkg	-0.616130423221454	-1.56635305517274	-0.434805101358753	0.668341081844888	0.878498788020397	-5.16974032207075
Gmds	-0.450408949808389	3.33758936884817	-1.24454168372604	0.227631565262042	0.546481482628181	-5.16976070734756
Mpg	0.435168257800362	4.42065570785909	1.56572708862819	0.133037010743139	0.423684065602094	-5.16977116954923
2410137M14Rik	0.503510770525511	-1.5370401798449	0.363380185747458	0.72011854981188	0.907345259456207	-5.17001126721962
4933430I17Rik	-0.406633553561473	-0.754249506202938	-0.695066217541315	0.494979442107268	0.774240004908967	-5.17009023107926
Bri3bp	-0.321464563023504	6.68512606453441	-1.76516556268691	0.0927409927094919	0.356992754097066	-5.17041840409655
Ccdc97	0.373410794337436	4.28472387440788	1.54658185139051	0.137580630828237	0.429512075887442	-5.17070033507521
0610010B08Rik	-0.652365861894881	-0.595890032121951	-0.744432852050481	0.465238534342692	0.753428067735795	-5.17071851246634
Fmr1nb	0.883523549403841	-0.437463390272779	0.338091420915723	0.738803633001119	0.91708759337634	-5.17072377151175
Sec14l4	0.470323064307091	-1.69656368057434	0.376633476931877	0.710396612010444	0.90300012647778	-5.1708720652246
Fam181a	-0.303290880914372	-3.09278376700381	-0.416574138424716	0.681409279885126	0.886756539276058	-5.17087217575481
Gm6498	-0.896071818280851	-1.78008442941747	-0.704738445229056	0.489067486260984	0.770214867543037	-5.17108604062168
Rapgef3	0.68954501362972	3.22801766039858	1.47296599819689	0.156263670470485	0.45616771969879	-5.17135032741813
Tbccd1	-0.356005095470588	4.47591734662783	-1.48041569695548	0.154283225924963	0.453480947064125	-5.17163733690695
Dear1	1.35154325411571	-0.589571986447557	0.917715001552581	0.369660444872981	0.680122926342746	-5.17168212846651
Ptpn20	0.45090813349635	-2.91329784539236	0.36960375518305	0.715547068186381	0.90515063403593	-5.1717863060019
4931440P22Rik	0.839513155478859	1.21859493702772	1.14731308084535	0.264739478743694	0.586952733062297	-5.1717929149444
Arl5b	-0.496519480241342	5.07774993772493	-1.51966166914138	0.144186428067927	0.43893608161821	-5.17179489323978
Sphk1	0.875456852527976	0.445137874430955	0.819130780328496	0.422328090523321	0.723599157480312	-5.17181088571264
Hdc	0.447624594547274	-2.08892125391404	0.369070922505891	0.715938030427959	0.905535172256172	-5.17197990642879
Ift20	-0.417708028843233	4.45387469982319	-1.4178966359634	0.171553966670026	0.477215498146427	-5.17231901772005
Prss38	-0.709836126980884	-2.0229865785388	-0.431418204266452	0.670760846225952	0.879821221021329	-5.1725346206285
Adamdec1	3.29197561726401	-1.95458151616526	1.15944983374517	0.259875331968584	0.581797277849893	-5.17255228907321
Aamdc	-0.64882421133675	2.7576874284813	-1.17690215009281	0.252997978237776	0.574004437429783	-5.17266949223653
Spag4	-0.577815204195553	0.882186682860934	-1.05672863944814	0.303184165985006	0.621203751354132	-5.17277262287755
Hddc2	-0.452684731658795	4.86694026292538	-1.52080773483931	0.143899959886337	0.438599762195443	-5.17298387525453
6530402F18Rik	-0.616675552321921	-0.135662772675648	-0.968880590889207	0.344131358303766	0.656412525817306	-5.17303849545506
B3gat1	0.57420944767745	-1.42831512318374	0.964179193033426	0.346425447134057	0.658328968332075	-5.17305845983041
Sel1l3	-0.946377848384858	-0.947951790419426	-0.435011004910091	0.668194093491337	0.878498788020397	-5.17334759421228
Hoxa7	-0.699733122288429	0.466111466134632	-1.06599565131048	0.29907623148393	0.616768235257448	-5.17342467801977
Efna2	-0.536329805950556	2.27806967285107	-1.11365020491393	0.278583339942489	0.599186996142101	-5.17343685242214
Kctd6	-0.651952078709289	3.4747088066959	-1.18145115379617	0.251227976829698	0.572571939718981	-5.17353605029211
Igfbp5	1.43097950024648	2.19453019750132	1.05851888452581	0.302387445191625	0.620374398249259	-5.1739416296549
4831440E17Rik	-0.785858496387176	-0.633191953040676	-0.645529378657319	0.525892853584512	0.797480639584098	-5.17417823239445
Grem2	1.58389812444113	-0.149026787098824	0.55535533495785	0.584786513041625	0.83409938978308	-5.17443547660619
Igf2os	-1.08758069701385	-0.516810973505601	-0.648847924206744	0.523789159726343	0.795547763224648	-5.17454421370757
Foxd2os	-0.522879455248815	-1.67672122720594	-0.634136842991009	0.533150042098892	0.802691797426165	-5.17485486289869
Cacna2d1	0.594544783784633	4.99497310949827	1.64719769796437	0.115078826178327	0.395020666765118	-5.1749694688773
Slc41a2	0.761462102740633	2.17917477793347	1.15475389213499	0.261749413433594	0.58428862830905	-5.1750382812369
Gabpb2	-0.439010133912038	6.15937230941276	-1.68375126050382	0.107713162724883	0.382153157619497	-5.17552307336748
Sema3a	1.34786954425001	0.809320662805162	0.770993080786602	0.449688941092131	0.742778747544389	-5.17559403878217
Gm28042	-0.699020708255334	-1.19165238373987	-0.698952269850495	0.492599242409028	0.772198788292538	-5.17577960665876
Zmynd10	-1.21726995947693	-1.28894229405263	-0.439087770824818	0.665286638693604	0.877513849819382	-5.17586989842452
Dos	0.70025541386962	4.30764175416746	1.59315863377091	0.126745265082603	0.413550692088903	-5.17621319787325
4931428F04Rik	-0.478366128298549	2.41480491872069	-1.25985131454307	0.222169845719501	0.540150007431325	-5.17626632582281
Proz	0.772288481932574	-1.51790844547912	0.815637449280942	0.424277705244763	0.724899343546427	-5.17627542590317
Mr1	0.909918230486506	1.14583801926736	1.2316129174542	0.232323604348809	0.550612744145797	-5.17668003971274
Rab7	0.452697540255784	6.5505086126728	1.76501641480832	0.0927666917867849	0.356992754097066	-5.17670547246922
Cd72	1.07851594936992	-0.138117581286191	1.00917801778614	0.324896521899065	0.641333107053928	-5.17686924592302
Gm6682	-1.7354974313657	2.38566868596401	-0.97130788053259	0.342951033725522	0.655916059474142	-5.17720502387361
Pcgf3	0.227795902801059	6.56696197887266	1.7689352699766	0.0920934879333836	0.355265836463465	-5.177286289559
Ccdc184	-0.465918809366917	-1.83699313579739	-0.402521701251355	0.691553219320789	0.89266876165466	-5.17738326635564
Hopx	-0.817347075766852	0.254240537953792	-0.745019945425819	0.464891377802097	0.753306790320597	-5.1774164403409
Ranbp17	-0.567466650168364	4.91414216628087	-1.39848534552048	0.177222896143829	0.483906279381364	-5.17751480857777
Gcnt7	0.553960678320324	0.99733950430332	1.07647925315867	0.294477364517606	0.613471006998892	-5.17753731761586
Gal3st4	0.700974084196514	0.00955298386751219	0.92490346292424	0.365998997860255	0.677230785379018	-5.17762750587025
Cldn5	-0.404329924241825	-2.15492517134209	-0.395772599749805	0.696446556808985	0.896353561650075	-5.17778247394388
Lrguk	-0.576271363066528	-0.413691518420356	-0.763715769398443	0.453917622173586	0.745973729197016	-5.17797150633579
Pdzd9	0.823002258695324	-0.111045721637318	0.980891341534065	0.338318080043612	0.653599534865456	-5.17807429888096
D430019H16Rik	-0.590164648308701	1.09624944609081	-0.832540568031041	0.414896747522443	0.717624928399653	-5.1782367366908
Cpne7	-0.547908388498993	-1.67167127670637	-0.402633892655627	0.691471992869343	0.892636710148924	-5.17844001721931
Mfge8	0.677817843940517	6.71809403983004	1.75928539487919	0.0937588489384291	0.35854434911753	-5.17857032533033
Cntn1	-0.775918884413726	-1.67757697387472	-0.558714361913563	0.582534578979612	0.831936958954191	-5.17871077798811
Unc80	0.514663466499327	-2.43169523370494	0.347957077319125	0.731493681213243	0.912881966903982	-5.17878299285563
Epha10	-0.778506684246328	0.148010491000195	-0.767831256939853	0.45152324643769	0.744173821555881	-5.17892094809807
Mapk10	0.605520375419756	-1.71152573496766	0.856322952358779	0.40192326543524	0.707635310935371	-5.1790686948903
Gm5113	-0.541524378420068	2.10754430266153	-1.07852008417276	0.293588068738027	0.61274948711086	-5.17938573305873
Il9r	-0.625138053900228	-1.50096508423758	-0.690605559462869	0.497719721478351	0.775764827102352	-5.17957405197966
Smc6	-0.477526819409736	7.15941148324709	-1.7629900414612	0.0931164578557838	0.357392631565438	-5.17960875245091
Nfatc2ip	-0.901363201413821	4.21204602537328	-1.25660603583932	0.223319091979828	0.541383762882022	-5.1797234564184
Chst4	0.623125767849892	-2.40460151568877	0.749113903101668	0.462474877132931	0.751520662833357	-5.17981393663578
Lhx6	-0.913463508084711	1.42794257055926	-0.841317590957342	0.410078066926344	0.714915259754397	-5.17996928672436
Gak	0.242467196708776	7.0591766324621	1.78581107807977	0.089242490181236	0.350156205897026	-5.18006954552176
Mkks	-0.648269591346006	4.58170172657066	-1.45562003105147	0.160955383429139	0.462241480993895	-5.18039164770254
Kcnq4	-0.503139540805143	-1.08274228516804	-0.385778371436938	0.703717713509984	0.899399851798793	-5.18077746237021
Axin2	1.10712114267769	0.850839423272598	0.700966996861641	0.491367829288997	0.771258429391735	-5.18084636440128
Mfap2	0.931233182039518	0.856840790813406	0.938536836345729	0.359121941453142	0.66955689948905	-5.18088800258076
Ppm1e	-0.783121447601562	2.05809589649387	-1.0102753386274	0.324383472668621	0.640751479520646	-5.18131646630006
Zfp2	-0.403715000577572	3.82400852053748	-1.37979943027009	0.182820843390274	0.49062195815213	-5.18145940526881
Klhl15	-0.812436173344066	3.36567403121771	-1.19541234640928	0.245853797736898	0.565688895272514	-5.18160114196511
Grin3b	0.981690034923748	0.894537423823379	1.10647777111366	0.281600373564894	0.602076281613554	-5.18179528267164
Lin28b	-1.59674701039351	2.47514771846165	-0.896564053900653	0.380575252470341	0.690315261682643	-5.18179765051921
Gm10416	-0.717178871259856	0.879166408599518	-0.813873232204949	0.425264456739237	0.725695050947842	-5.18184184354294
Zbp1	1.29415609153958	-0.346665133727168	0.789066870656557	0.439291180376587	0.736102388381946	-5.18193905733921
Gabrb2	-0.752844075718433	-0.775501575697128	-0.727560288635407	0.475281583785699	0.762106869431673	-5.18200143248176
A730056A06Rik	0.51622562284136	-2.46292229244695	0.79194210980985	0.437650862230453	0.734974837918685	-5.18200258263058
Zfp879	-0.482486145213838	-0.712795123304155	-0.680658834532119	0.503861394236675	0.779894003475861	-5.18219681799776
Chchd1	-0.666690456951615	5.21571327953201	-1.54347998414054	0.13832876304289	0.430827953845505	-5.18235818905756
Bves	-0.881712271330716	-0.420376937959997	-0.695884813540669	0.494477504342088	0.773760745301688	-5.18256771056864
Izumo1	0.443311696383667	-2.24200498051234	0.336884931698267	0.739699343015955	0.917839542274737	-5.18268403616034
Lhx5	-0.538589401920089	-2.06767018495935	-0.387821754390946	0.702228678524864	0.899069447971964	-5.18272651565721
Rem2	-0.757969266015158	-0.752311257085507	-0.686678659628312	0.500139278346596	0.777852461203686	-5.18280172583786
Taf7l	-0.769627824830134	-0.673660980388329	-0.394681136488354	0.697239192078927	0.896545925948635	-5.18294031960459
Sult6b1	-1.01123436365307	0.742380736098107	-0.63214024856792	0.53442749056529	0.803468685473728	-5.18294617501268
Acoxl	0.578538946368415	-2.39988229543181	0.495604959722915	0.625553793996245	0.855275709529044	-5.18298519452713
Ribc1	-0.692947109503826	2.18625170300644	-1.04812288414135	0.307034974204739	0.625369910141887	-5.18328038858486
Mir453	0.413136720805784	-2.57139570480183	0.507734166123949	0.617171740643704	0.849960350727273	-5.18332876630843
Smim24	0.654391272185419	-1.70361079059949	0.742357671894115	0.46646685965423	0.754777903762742	-5.18335895821962
Ecm2	-0.680614787288072	0.845841955424031	-0.870527105668221	0.394301025393232	0.702024367820481	-5.18366362428936
Ildr1	-0.856822894798217	0.751702076998903	-0.394642525997631	0.697267238055685	0.896545925948635	-5.18407667446027
Rbm17	-0.360564696800235	6.95796312459284	-1.75108256949269	0.0951948467021042	0.361173312611158	-5.18457679537307
Fam133b	-0.592467475423652	5.08475667423797	-1.55430611498045	0.135732209879017	0.426886191329057	-5.18469041005167
Polr3f	-0.586717335208518	5.59495099780363	-1.6106890672737	0.122856399222038	0.408602371725534	-5.18483479777983
Cml2	-0.494177240161536	-1.85545373894248	-0.369785351754825	0.715413841311499	0.905089143975574	-5.18519900914367
Mbd6	0.534904521088373	3.61785771117531	1.48051140984665	0.154257915486058	0.453480947064125	-5.18528673534748
Utp11l	-0.370045183784683	5.48014785822481	-1.64349511714033	0.115848158617115	0.396356685344398	-5.18537491155435
Egr3	1.43484338378716	-0.283068409594885	0.967940542877255	0.344589226677715	0.656652814815178	-5.18551847008851
Ppp1r21	-0.3351420120405	5.25880469276647	-1.62700554713932	0.119327398758919	0.402523496464692	-5.18585540020608
Tuba8	0.610185802492787	-2.40520916154378	0.333702494755513	0.742063837607062	0.918976829206006	-5.18593595524202
Foxk1	0.559680806220909	5.8003257184195	1.77620933843598	0.0908550913879827	0.352810202769625	-5.18595026952093
Sox1	0.460526324143657	-0.731549258848503	0.301081458903437	0.766448015804968	0.928040024033127	-5.18604408042428
Serpinb8	0.600636974991367	1.40782383896802	1.43394878937458	0.166977149683991	0.471255112674002	-5.18622519109948
Stk33	0.443496995265407	-1.77240513462828	0.301115817321436	0.766422196314505	0.928040024033127	-5.18629976602763
Tyw3	-0.47129138839974	2.59965401871659	-1.20455619388569	0.24238127766413	0.561699979922087	-5.18673244260992
Zan	-0.654397975089978	-0.351385742246317	-0.822733946715615	0.420323105910438	0.722659735519703	-5.18676433499492
Upp1	0.945171198243384	5.15857644265918	1.55062212292152	0.136611202766627	0.428259480568462	-5.18684144333005
Cradd	-0.500576962129037	2.72969951277959	-1.1765449268243	0.253137367455378	0.574102056467077	-5.18771017337045
Dach1	-0.874708528899602	-0.0190381542304601	-0.955051199207377	0.350909396193761	0.662647017209492	-5.18773846605498
Pigt	0.413684434656902	5.66539986757635	1.7229118782989	0.100271546676174	0.369988131962525	-5.18778481223583
Popdc3	0.638466047809063	-2.10597838841627	0.490911648912015	0.628811287171314	0.856994713152664	-5.18782237883126
Trim30a	0.674161899770203	-2.03573417448019	0.290308873864521	0.774556960524961	0.931374881956171	-5.18785947225737
Cfap44	0.876005021383404	-1.59825700478126	0.615220737510402	0.545319196715392	0.808905870712465	-5.18800269817911
St8sia6	-0.753669889283107	-0.367230277015774	-0.540307445528254	0.594927925680191	0.839785892059758	-5.18832117512813
Dopey2	0.609301035568231	5.41631748144398	1.72004645469742	0.100800716768675	0.371126714355569	-5.18851418313063
Dnali1	0.933336362097628	-0.135896251839986	0.946450711748234	0.355170291654088	0.66623915181599	-5.18868815919066
Comp	0.920506688696531	-2.0946623674191	0.654097891594118	0.520470605226462	0.792802303871085	-5.18874762333048
Zbtb17	-0.313529918707401	5.14325522662793	-1.56979383134329	0.132088134464524	0.421510280706548	-5.18887152171811
BC030499	-0.775823746748547	-0.143144222021043	-0.780681118795326	0.444096886511938	0.739990053659433	-5.18901293483406
Ntng2	0.619285189697354	-1.30770034570275	0.87240381797101	0.393301024087639	0.701159421411207	-5.18906406213118
Lrrc8e	-0.412839011492453	-1.44606294275603	-0.355695707463108	0.725778008970365	0.91034268372953	-5.18922584547092
